index,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
2024247,2024-09-13,22,24,26,28,31,35,37,41,42,45,48,49,50,51,54,56,57,65,66,67
2024248,2024-09-14,07,08,10,11,12,16,26,34,35,43,45,46,49,50,51,53,61,63,64,69
2024249,2024-09-15,03,12,19,20,22,23,26,36,43,46,51,52,55,59,69,71,72,73,76,80
2024250,2024-09-16,06,08,17,23,24,25,27,29,33,36,37,45,52,53,57,64,66,69,72,73
2024251,2024-09-17,04,09,12,14,18,21,22,23,24,26,29,30,41,53,58,62,69,71,72,73
2024252,2024-09-18,03,08,10,16,17,18,19,25,28,29,33,35,41,43,59,60,63,66,73,75
2024253,2024-09-19,13,14,17,18,19,27,29,31,37,41,43,49,53,56,59,61,65,67,68,79
2024254,2024-09-20,02,04,06,10,22,24,26,27,29,36,37,43,48,50,55,56,58,59,64,76
2024255,2024-09-21,09,12,13,14,16,21,22,27,29,31,32,44,49,50,52,53,62,65,72,77
2024256,2024-09-22,03,07,15,21,27,28,38,44,48,62,63,64,68,70,72,73,74,75,77,79
2024257,2024-09-23,06,07,09,18,20,35,36,45,46,48,51,52,53,56,60,66,68,77,79,80
2024258,2024-09-24,02,05,06,07,09,16,30,32,40,48,56,57,58,59,60,69,70,72,74,80
2024259,2024-09-25,06,20,26,30,32,35,38,39,54,56,57,59,60,61,62,67,71,72,75,76
2024260,2024-09-26,02,03,04,05,07,12,32,42,44,49,50,54,56,62,63,69,71,75,76,77
2024261,2024-09-27,01,08,09,11,12,15,22,28,31,38,39,40,44,57,59,63,64,71,74,79
2024262,2024-09-28,06,09,15,18,19,23,26,30,34,38,46,49,55,57,60,70,71,72,77,80
2024263,2024-09-29,07,10,19,30,32,36,46,47,48,51,53,54,57,64,66,67,69,71,73,76
2024264,2024-09-30,02,03,04,06,08,10,13,17,19,20,26,34,36,48,51,54,57,62,70,76
2024265,2024-10-05,01,03,26,27,32,33,38,39,40,41,44,49,50,53,66,68,71,75,77,79
2024266,2024-10-06,02,05,06,07,09,23,25,26,34,37,45,46,50,53,54,57,65,72,73,78
2024267,2024-10-07,02,04,07,09,17,22,23,24,26,29,33,38,43,50,55,56,71,77,78,79
2024268,2024-10-08,09,10,14,16,19,23,25,27,33,34,37,39,42,50,51,58,67,69,72,75
2024269,2024-10-09,06,16,22,23,25,30,32,36,41,44,45,51,55,65,66,67,71,74,75,76
2024270,2024-10-10,01,02,05,07,20,21,23,27,39,42,45,49,54,58,63,67,70,71,72,74
2024271,2024-10-11,02,03,07,08,16,23,27,31,32,33,35,43,46,50,51,57,59,66,69,71
2024272,2024-10-12,03,04,08,11,14,22,30,31,33,48,49,51,57,58,63,64,67,68,74,76
2024273,2024-10-13,03,05,08,10,11,13,14,26,27,30,32,34,46,48,49,51,68,72,75,79
2024274,2024-10-14,03,12,16,21,23,25,32,39,40,41,52,54,65,67,68,73,74,75,76,77
2024275,2024-10-15,07,13,19,20,23,26,39,40,41,55,57,61,62,63,65,66,71,73,76,79
2024276,2024-10-16,02,03,06,13,14,19,21,22,32,49,52,53,60,68,69,70,71,73,74,75
2024277,2024-10-17,04,07,09,11,12,16,19,20,25,27,28,37,42,52,60,64,66,69,71,78
2024278,2024-10-18,09,13,14,18,22,28,33,35,41,45,48,49,51,53,58,68,71,73,74,80
2024279,2024-10-19,03,05,09,13,20,23,28,31,32,36,42,43,44,49,63,66,68,69,75,76
2024280,2024-10-20,07,16,22,27,28,34,37,38,39,40,45,46,51,57,63,64,65,73,77,80
